bayes_AR_index_mean,bayes_AR_index_sd,bayes_AR_index_ci95_width,bayes_C0_brain_mean,bayes_C0_brain_sd,bayes_C0_brain_ci95_width,bayes_R_csf_mean,bayes_R_csf_sd,bayes_R_csf_ci95_width,bayes_k_bbb_mean,bayes_k_bbb_sd,bayes_k_bbb_ci95_width,bayes_k_edema_clear_mean,bayes_k_edema_clear_sd,bayes_k_edema_clear_ci95_width,bayes_param_uncertainty_index,bayes_ar_deviation_from_prior,bayes_compliance_recovery_ratio,bayes_bbb_edema_ratio
0.5833333334423673,0.45,1.764,0.8054575958964415,0.22809546589374308,0.8941342263034728,11.62478469577802,1.5569586046631794,6.103277730279663,0.012666986938291791,0.04663003308991323,0.18278972971245985,0.0010000000000000005,0.0002,0.000784,0.45637682072936714,0.33333333376946905,0.06928795818377384,12.666986938291785
0.5833333334365788,0.45,1.764,0.79980059158562,0.2362899509962124,0.9262566079051525,8.604721990439364,1.386981169423225,5.436966184139042,0.007377399257936218,0.04773277045993327,0.18711246020293842,0.0010000000001241288,0.0002,0.000784,0.424240778175874,0.33333333374631513,0.09294903338821078,7.37739925702047
0.5833333334431866,0.45,1.764,0.8071445617610773,0.24472770173332134,0.9593325907946196,10.905254896797572,1.5578498234698457,6.106771308001795,0.011410739510254673,0.04737881004543738,0.18572493537811455,0.0010000000065279037,0.0002,0.000784,0.46003126704972086,0.33333333377274643,0.07401427746527069,11.410739435766466
0.5488115022402581,0.45,1.764,0.7930275615971235,0.23592882719431046,0.924841002601697,8.565735555172747,1.378340357373417,5.403094200903794,0.007681815785085288,0.04749014141887924,0.18616135436200662,0.0010000000094132406,0.0002,0.000784,0.42239186519732136,0.1952460089610324,0.09258137336708036,7.681815712774509
0.1,0.45,1.764,0.74496,0.5,1.96,10.4,10.0,39.2,0.0065000000000000014,0.15,0.588,0.0194,0.05,0.196,2.23,1.6,0.07163076923076922,0.33505154639175266
0.5,0.45,1.764,0.6208000000000001,0.5,1.96,10.4,10.0,39.2,0.0325,0.15,0.588,0.0194,0.05,0.196,2.23,0.0,0.059692307692307704,1.675257731958763
0.33333333346219723,0.45,1.764,0.800256138787042,0.227638215566073,0.8923418050190062,11.545738408354632,1.5464553827547396,6.062105100398579,0.01244353452481652,0.04619086706252004,0.18106819888507855,0.0010000000050701175,0.0002,0.000784,0.4540968930766665,0.6666666661512111,0.06931181969340024,12.443534461726337
0.33333333333333337,0.45,1.764,0.6350933333333334,0.5,1.96,10.4,10.0,39.2,0.021666666666666667,0.15,0.588,0.01832,0.05,0.196,2.23,0.6666666666666665,0.06106666666666667,1.1826783114992723
0.5,0.45,1.764,0.6284800000000001,0.5,1.96,8.8,10.0,39.2,0.027500000000000004,0.15,0.588,0.01964,0.05,0.196,2.23,0.0,0.07141818181818183,1.4002036659877801
0.1,0.45,1.764,0.712704,0.5,1.96,8.8,10.0,39.2,0.005500000000000001,0.15,0.588,0.01856,0.05,0.196,2.23,1.6,0.0809890909090909,0.2963362068965518
0.3476230044779982,0.45,1.764,0.8050703536994512,0.24399977495527675,0.9564791178246849,8.635162676477371,1.424256278464061,5.583084611579119,0.007126924649060217,0.04812615075608643,0.1886545109638588,0.0010000000018051292,0.0002,0.000784,0.4333164408350849,0.6095079820880072,0.09323163718646603,7.126924636195197
0.5,0.45,1.764,0.6284800000000001,0.5,1.96,11.2,10.0,39.2,0.034999999999999996,0.15,0.588,0.01964,0.05,0.196,2.23,0.0,0.056114285714285735,1.7820773930753562
0.33290235431829446,0.45,1.764,0.7931738698830447,0.23350280819066674,0.9153310081074136,10.14724655392239,1.4669029437962633,5.750259539681352,0.01095276050783113,0.04710908545898196,0.18466761499920928,0.0010000000020901876,0.0002,0.000784,0.4395429674891824,0.6683905827268222,0.07816641348646895,10.952760484937805
0.2995690210027271,0.45,1.764,0.6509025911286512,0.21213471566835956,0.8315680854199695,10.773209240639467,1.4810425505836988,5.805686798288099,0.022853422160679978,0.04633198326523356,0.18162137439971554,0.0010000000070442875,0.0002,0.000784,0.43794184990345836,0.8017239159890917,0.060418634465324424,22.853421999693904
0.33333333333333337,0.45,1.764,0.6933333333333334,0.5,1.96,8.8,10.0,39.2,0.018333333333333333,0.15,0.588,0.02,0.05,0.196,2.23,0.6666666666666665,0.07878787878787878,0.9166666666666666
0.5488115022756134,0.45,1.764,0.7913370035266529,0.2493958505658602,0.977631734218172,10.203273980570643,1.5476578045207383,6.066818593721294,0.011882296093462863,0.047796799304154224,0.18736345327228454,0.0010000000036014057,0.0002,0.000784,0.4590100908781506,0.1952460091024535,0.07755716498778126,11.882296050669895
0.16666666666666663,0.45,1.764,0.7466666666666667,0.5,1.96,8.8,10.0,39.2,0.009166666666666667,0.15,0.588,0.02,0.05,0.196,2.23,1.3333333333333335,0.08484848484848484,0.4583333333333333
0.41666666666666663,0.45,1.764,0.6266666666666666,0.5,1.96,10.4,10.0,39.2,0.027083333333333338,0.15,0.588,0.0188,0.05,0.196,2.23,0.3333333333333335,0.06025641025641025,1.4406028368794328
0.347623004463221,0.45,1.764,0.8053559599486938,0.24031361748089256,0.9420293805250988,8.596371634878087,1.4043004241648314,5.504857662726139,0.0070633377901611165,0.04807840178343049,0.1884673349910475,0.0010000000081110429,0.0002,0.000784,0.4285784886858309,0.6095079821471161,0.09368556806933757,7.063337732870081
0.3131011732982004,0.45,1.764,0.8100416904464217,0.2267014400512062,0.8886696450007283,11.655394747131059,1.5620574650439998,6.123265262972479,0.012580082575229763,0.0468553327529548,0.18367290439158282,0.001000000008657295,0.0002,0.000784,0.4571628475696322,0.7475953068071983,0.06949929264693597,12.580082466320277
0.1,0.45,1.764,0.673536,0.5,1.96,10.4,10.0,39.2,0.0065000000000000014,0.15,0.588,0.01754,0.05,0.196,2.23,1.6,0.06476307692307692,0.370581527936146
0.33333333333333337,0.45,1.764,0.6725333333333333,0.5,1.96,8.8,10.0,39.2,0.018333333333333333,0.15,0.588,0.0194,0.05,0.196,2.23,0.6666666666666665,0.07642424242424242,0.9450171821305842
0.41666666666666663,0.45,1.764,0.6346666666666666,0.5,1.96,8.8,10.0,39.2,0.022916666666666672,0.15,0.588,0.019039999999999998,0.05,0.196,2.23,0.3333333333333335,0.07212121212121211,1.2036064425770312
0.5,0.45,1.764,0.6400000000000001,0.5,1.96,10.4,10.0,39.2,0.0325,0.15,0.588,0.02,0.05,0.196,2.23,0.0,0.06153846153846155,1.625
0.21623568765162787,0.45,1.764,0.8097698443486204,0.245796949601913,0.963524042439499,10.213302564581696,1.5256879296698347,5.980696684305752,0.010247717987851618,0.04807027786238717,0.1884354892205577,0.001000000001856285,0.0002,0.000784,0.453951031426827,1.1350572493934885,0.07928579802940422,10.247717968828933
0.16666666666666663,0.45,1.764,0.7108266666666667,0.5,1.96,12.0,10.0,39.2,0.0125,0.15,0.588,0.019039999999999998,0.05,0.196,2.23,1.3333333333333335,0.05923555555555556,0.6565126050420169
0.5976230044276893,0.45,1.764,0.7684013935028667,0.24664958507544715,0.9668663734957528,11.7070934171456,1.6052120602541717,6.2924312761963535,0.017884007701413646,0.04736314600121255,0.18566353232475322,0.001000000007818067,0.0002,0.000784,0.4698849582661663,0.39049201771075737,0.06563553959324404,17.88400756159528
0.29956902098496113,0.45,1.764,0.8013471798992134,0.2359924220124074,0.925090294288637,10.928878736615049,1.5347563273925358,6.01624480337874,0.012134510393799147,0.04754415429767126,0.18637308484687135,0.001000000016445253,0.0002,0.000784,0.4536985807405228,0.8017239160601555,0.07332382389919453,12.134510194244058
0.10000000010682435,0.45,1.764,0.7895734646859327,0.22131540864704755,0.8675564018964264,10.71204659853581,1.5946316538635674,6.2509560831451845,0.011428267654489808,0.04535307575490102,0.177784056959212,0.0010000000098774494,0.0002,0.000784,0.4623000276531032,1.5999999995727026,0.07370892736723686,11.428267541607674
0.5480539835716932,0.45,1.764,0.8021282096561462,0.24961440556451625,0.9784884698129037,11.51393976942731,1.6085504366568608,6.305517711694894,0.012478639221417929,0.04648774553230053,0.18223196248661808,0.001000000000634548,0.0002,0.000784,0.4709705175507356,0.19221593428677286,0.06966583339145287,12.478639213499633
0.41666666666666663,0.45,1.764,0.6586666666666666,0.5,1.96,8.8,10.0,39.2,0.022916666666666672,0.15,0.588,0.01976,0.05,0.196,2.23,0.3333333333333335,0.07484848484848483,1.1597503373819167
0.25,0.45,1.764,0.6163200000000001,0.5,1.96,12.0,10.0,39.2,0.018750000000000003,0.15,0.588,0.01712,0.05,0.196,2.23,1.0,0.05136000000000001,1.095210280373832
0.5833333334221628,0.45,1.764,0.803247717730159,0.24886944843744585,0.9755682378747877,8.643773519347382,1.4436093792153197,5.658948766524054,0.007397528869946644,0.048227269962057374,0.1890508982512649,0.0010000000081580296,0.0002,0.000784,0.43818121952296457,0.33333333368865103,0.09292789959526906,7.397528809597385
0.5000000001075656,0.45,1.764,0.7996666241887344,0.2500160657437159,0.9800629777153662,10.16528065554566,1.5440299628502598,6.052597454373019,0.010649364759972909,0.0475865832217622,0.1865394062293078,0.001000000012015486,0.0002,0.000784,0.45836652236314757,4.302624923013809e-10,0.07866645804338683,10.649364632015617
0.33333333333333337,0.45,1.764,0.6330133333333334,0.5,1.96,10.4,10.0,39.2,0.021666666666666667,0.15,0.588,0.018260000000000002,0.05,0.196,2.23,0.6666666666666665,0.06086666666666667,1.1865644395764876
0.1329023543182945,0.45,1.764,0.7927427762488318,0.24934591201449807,0.9774359750968324,8.661876893812307,1.463182383364741,5.735674942789784,0.008559668494304782,0.048245843306243784,0.18912370576047563,0.0010000000023218986,0.0002,0.000784,0.44219482773709656,1.468390582726822,0.091520900835607,8.5596684744301
0.5,0.45,1.764,0.6054400000000001,0.5,1.96,10.4,10.0,39.2,0.0325,0.15,0.588,0.01892,0.05,0.196,2.23,0.0,0.05821538461538462,1.7177589852008457
0.33333333333333337,0.45,1.764,0.6933333333333334,0.5,1.96,8.8,10.0,39.2,0.018333333333333333,0.15,0.588,0.02,0.05,0.196,2.23,0.6666666666666665,0.07878787878787878,0.9166666666666666
0.25,0.45,1.764,0.7200000000000001,0.5,1.96,8.8,10.0,39.2,0.013750000000000002,0.15,0.588,0.02,0.05,0.196,2.23,1.0,0.08181818181818182,0.6875000000000001
0.1,0.45,1.764,0.726528,0.5,1.96,10.4,10.0,39.2,0.0065000000000000014,0.15,0.588,0.01892,0.05,0.196,2.23,1.6,0.06985846153846154,0.34355179704016925
0.33333333333333337,0.45,1.764,0.6350933333333334,0.5,1.96,12.0,10.0,39.2,0.025,0.15,0.588,0.01832,0.05,0.196,2.23,0.6666666666666665,0.05292444444444445,1.3646288209606987
0.5,0.45,1.764,0.6054400000000001,0.5,1.96,11.2,10.0,39.2,0.034999999999999996,0.15,0.588,0.01892,0.05,0.196,2.23,0.0,0.054057142857142866,1.8498942917547567
0.25,0.45,1.764,0.69408,0.5,1.96,8.8,10.0,39.2,0.013750000000000002,0.15,0.588,0.01928,0.05,0.196,2.23,1.0,0.07887272727272727,0.7131742738589213
0.16666666666666663,0.45,1.764,0.7265066666666666,0.5,1.96,10.4,10.0,39.2,0.010833333333333334,0.15,0.588,0.01946,0.05,0.196,2.23,1.3333333333333335,0.06985641025641025,0.5566974991435423
0.10000000010782813,0.45,1.764,0.8177602586037289,0.2300473622008779,0.9017856598274414,10.067542461620725,1.479519880914502,5.799717933184848,0.008434490915607573,0.04718940522595765,0.184982468485754,0.0010000000041213333,0.0002,0.000784,0.4413913296682675,1.5999999995686875,0.08122739603246547,8.434490880846225
0.1,0.45,1.764,0.763392,0.5,1.96,8.8,10.0,39.2,0.005500000000000001,0.15,0.588,0.019880000000000002,0.05,0.196,2.23,1.6,0.0867490909090909,0.27665995975855134
0.5833333334632184,0.45,1.764,0.810085758236402,0.2474425583100588,0.9699748285754305,11.668155918691136,1.6126994539376276,6.3217818594355,0.013158818283144266,0.04732779466587335,0.18552495509022351,0.001000000001201344,0.0002,0.000784,0.4715339613827119,0.33333333385287345,0.0694270597583232,13.158818267335999
0.5,0.45,1.764,0.5747200000000001,0.5,1.96,10.4,10.0,39.2,0.0325,0.15,0.588,0.01796,0.05,0.196,2.23,0.0,0.05526153846153847,1.8095768374164811
0.13290235430052855,0.45,1.764,0.8076843712110022,0.24813780623424705,0.9727002004382485,10.215002077025087,1.535554883578531,6.019375143627842,0.01042569177528884,0.04803997502718481,0.18831670210656445,0.001000000003523031,0.0002,0.000784,0.4563865329679926,1.4683905827978858,0.07906844904394028,10.425691738558804
0.21623568769053544,0.45,1.764,0.8001857275939867,0.2248327133643099,0.8813442363880948,10.8924029536277,1.5060685660351294,5.903788778857707,0.011806712639227793,0.04695944620204839,0.18408102911202967,0.001000000008042878,0.0002,0.000784,0.4456121451202975,1.1350572492378581,0.07346273645958773,11.806712544267844
0.41666666666666663,0.45,1.764,0.6266666666666666,0.5,1.96,8.8,10.0,39.2,0.022916666666666672,0.15,0.588,0.0188,0.05,0.196,2.23,0.3333333333333335,0.0712121212121212,1.218971631205674
0.25,0.45,1.764,0.7027200000000001,0.5,1.96,11.2,10.0,39.2,0.017499999999999998,0.15,0.588,0.01952,0.05,0.196,2.23,1.0,0.06274285714285716,0.8965163934426229
0.5488115022571424,0.45,1.764,0.8024844221651801,0.23249037961475857,0.9113622880898536,8.581810794860163,1.379325990699428,5.406957883541757,0.007225281504523025,0.047894434648965145,0.18774618382394337,0.0010000000027418586,0.0002,0.000784,0.42198216099263036,0.19524600902856948,0.0935099178189533,7.225281484712324
0.2995690210421208,0.45,1.764,0.8112722053077587,0.24826870684298136,0.9732133308244869,11.006551770439694,1.5872066996921765,6.221850262793332,0.012375707858318017,0.04826230189977416,0.1891882234471147,0.0010000000027925843,0.0002,0.000784,0.46678754168698644,0.8017239158315168,0.07370811696780395,12.375707823757809
0.1,0.45,1.764,0.691968,0.5,1.96,10.4,10.0,39.2,0.0065000000000000014,0.15,0.588,0.01802,0.05,0.196,2.23,1.6,0.06653538461538462,0.36071032186459495
0.1,0.45,1.764,0.6965760000000001,0.5,1.96,8.8,10.0,39.2,0.005500000000000001,0.15,0.588,0.01814,0.05,0.196,2.23,1.6,0.07915636363636364,0.30319735391400227
0.41666666666666663,0.45,1.764,0.6666666666666666,0.5,1.96,10.4,10.0,39.2,0.027083333333333338,0.15,0.588,0.02,0.05,0.196,2.23,0.3333333333333335,0.0641025641025641,1.354166666666667
0.25,0.45,1.764,0.7005600000000001,0.5,1.96,8.8,10.0,39.2,0.013750000000000002,0.15,0.588,0.01946,0.05,0.196,2.23,1.0,0.07960909090909091,0.7065775950668037
0.25,0.45,1.764,0.6768000000000001,0.5,1.96,12.0,10.0,39.2,0.018750000000000003,0.15,0.588,0.0188,0.05,0.196,2.23,1.0,0.056400000000000006,0.997340425531915
0.5833333334545997,0.45,1.764,0.6919414511496321,0.2107016559857503,0.8259504914641411,10.056622745904129,1.4759065688646857,5.785553749949568,0.018173004682043126,0.04604173509475695,0.18048360157144724,0.0010000000090096537,0.0002,0.000784,0.43656999198903856,0.3333333338183988,0.06880455483243086,18.17300451831065
0.5488115022780439,0.45,1.764,0.8030832017859504,0.23073239346430188,0.9044709823800634,10.861557298124922,1.5148346234335124,5.938151723859368,0.011459505245158283,0.04694175920498858,0.18401169608355525,0.0010000000009010785,0.0002,0.000784,0.44854175522056056,0.1952460091121755,0.07393812689498863,11.459505234832369
0.31310117328043463,0.45,1.764,0.8063941306743323,0.2489971428976919,0.9760688001589523,10.990067185449018,1.58747976662403,6.222920685166197,0.012004942978802885,0.04773766284118478,0.18713163833744434,0.0010000000101103108,0.0002,0.000784,0.46688291447258135,0.7475953068782615,0.07337481355364305,12.004942857429182
0.10000000010704867,0.45,1.764,0.7996368478536297,0.24996936261584235,0.979879901454102,9.991635982334296,1.535793016505874,6.020308624703026,0.009674359789734837,0.04706392491197691,0.1844905856549495,0.0010000000076275943,0.0002,0.000784,0.4566052608067387,1.5999999995718053,0.08003062253943467,9.674359715942746
0.5833333334543599,0.45,1.764,0.8041844906710364,0.22965615317343668,0.9002521204398718,8.597657490269844,1.3735241788093073,5.384214780932485,0.007068612790830416,0.04771203512291291,0.1870311776818186,0.0010000000027341096,0.0002,0.000784,0.4202184734211313,0.33333333381743957,0.0935353020960825,7.068612771504054
0.21623568765162787,0.45,1.764,0.6501487802877104,0.211078078644407,0.8274260682860755,10.037292883611595,1.4520632362664572,5.692087886164512,0.020911177432976425,0.04659082305900951,0.18263602639131726,0.0010000000008825358,0.0002,0.000784,0.43198642759397476,1.1350572493934885,0.06477331964171752,20.91117741452156
0.10000000011136559,0.45,1.764,0.8032417272198331,0.24079060792416412,0.9438991830627234,11.48374722102048,1.5711145179536326,6.15876891037824,0.01170129693977049,0.04606446838211652,0.18057271605789676,0.0010000000036219227,0.0002,0.000784,0.4616339188519826,1.5999999995545378,0.0699459603002699,11.701296897389298
0.1,0.45,1.764,0.738048,0.5,1.96,8.8,10.0,39.2,0.005500000000000001,0.15,0.588,0.01922,0.05,0.196,2.23,1.6,0.08386909090909091,0.2861602497398544
0.2995690210027271,0.45,1.764,0.7434061005956881,0.24294437038870537,0.9523419319237251,10.207085510695764,1.5131252907036916,5.931451139558471,0.016358753852631403,0.047636745845760595,0.18673604371538152,0.0010000000037851111,0.0002,0.000784,0.4507812813876315,0.8017239159890917,0.07283235746547732,16.358753790711702
0.4166666667939251,0.45,1.764,0.8015193906736214,0.2499248831836299,0.9797055420798292,10.863870802519255,1.5790813916078348,6.189999055102712,0.011893877537394876,0.047273402700700275,0.18531173858674507,0.0010000000034125925,0.0002,0.000784,0.465295935498433,0.33333333282429956,0.07377843544381572,11.893877496805919
0.1,0.45,1.764,0.761088,0.5,1.96,10.4,10.0,39.2,0.0065000000000000014,0.15,0.588,0.01982,0.05,0.196,2.23,1.6,0.07318153846153846,0.3279515640766903
